"word","score","polarity"
"complejidad",-0.344,"negative"
"con_detalle",-0.375,"negative"
"concepto_erróneo",-0.375,"negative"
"condena",-0.375,"negative"
"condena_por_robo",-0.375,"negative"
"condena_por_violación",-0.375,"negative"
"condenación",-0.344,"negative"
"condenado",-0.375,"negative"
"condenar",-0.286,"negative"
"conflictivo",-0.375,"negative"
"confrontación",-0.375,"negative"
"congestivo",-0.375,"negative"
"conminación",-0.375,"negative"
"conmutación",-0.375,"negative"
"conmutar",-0.312,"negative"
"conocimientos_elementales",-0.375,"negative"
"conservación_del_suelo",-0.375,"negative"
"consumirse",-0.271,"negative"
"contaminante",-0.375,"negative"
"contenidamente",-0.312,"negative"
"contrabajo",-0.375,"negative"
"contraerse",-0.312,"negative"
"contratiempo",-0.425,"negative"
"control_de_daños",-0.375,"negative"
"contusión",-0.375,"negative"
"convicto",-0.375,"negative"
"cooperar",-0.437,"negative"
"corea_de_Huntington",-0.375,"negative"
"craso",-0.437,"negative"
"crema_agria",-0.375,"negative"
"crema_ácida",-0.375,"negative"
"cremación",-0.375,"negative"
"criestesia",-0.375,"negative"
"criminal_de_guerra",-0.375,"negative"
"criticar",-0.286,"negative"
"crucificar",-0.312,"negative"
"crucifixión",-0.312,"negative"
"crudeza",-0.458,"negative"
"crudo",-0.396,"negative"
"cruz_de_Lorena",-0.375,"negative"
"crítica__insignificante",-0.375,"negative"
"cuerno_inglés",-0.375,"negative"
"cuon",-0.375,"negative"
"cutrería",-0.375,"negative"
"cuón",-0.375,"negative"
"cyberpunk",-0.375,"negative"
"cyon",-0.375,"negative"
"danza_de_la_muerte",-0.375,"negative"
"dar_punzadas",-0.375,"negative"
"dar_un_escarmiento",-0.375,"negative"
"dar_un_golpecito",-0.375,"negative"
"dar_un_puñetazo",-0.312,"negative"
"dar_un_rodeo",-0.437,"negative"
"dar_una_paliza",-0.312,"negative"
"dar_zarpazos",-0.375,"negative"
"dañar",-0.4,"negative"
"daños_colaterales",-0.375,"negative"
"de_agua_dulce",-0.375,"negative"
"de_cualquier_manera",-0.375,"negative"
"de_forma_andrajosa",-0.375,"negative"
"de_forma_cortante",-0.375,"negative"
"de_manera_andrajosa",-0.375,"negative"
"debacle",-0.312,"negative"
"debilitado",-0.304,"negative"
"declarar_demente",-0.375,"negative"
"declarar_fuera_de_combate",-0.375,"negative"
"decrépito",-0.312,"negative"
"dedil",-0.375,"negative"
"defensividad",-0.375,"negative"
"deformidad",-0.333,"negative"
"degenerarse",-0.292,"negative"
"degradar",-0.375,"negative"
"dejar_inconsciente",-0.375,"negative"
"dejar_sin_sentido",-0.375,"negative"
"dejarse_ir",-0.375,"negative"
"dejarse_llevar",-0.375,"negative"
"delación",-0.375,"negative"
"delatar",-0.375,"negative"
"delincuencia_juvenil",-0.375,"negative"
"delincuente",-0.312,"negative"
"deliquio",-0.375,"negative"
"delirantemente",-0.375,"negative"
"demandar",-0.3,"negative"
"demente",-0.312,"negative"
"demoledor",-0.406,"negative"
"demoniaco",-0.375,"negative"
"demonización",-0.375,"negative"
"demoníaco",-0.437,"negative"
"denigración",-0.292,"negative"
"depravado",-0.375,"negative"
"depreciar",-0.437,"negative"
"depresivo",-0.375,"negative"
"depósito_de_cadáveres",-0.375,"negative"
"derogar",-0.375,"negative"
"derrisión",-0.375,"negative"
"derroche_de_dinero",-0.375,"negative"
"derrotado",-0.375,"negative"
"derrumbarse",-0.333,"negative"
"desabrigo",-0.312,"negative"
"desacato",-0.375,"negative"
"desaconsejable",-0.375,"negative"
"desacostumbrado",-0.375,"negative"
"desacreditar",-0.406,"negative"
"desafiar",-0.321,"negative"
"desafío",-0.275,"negative"
"desagrupado",-0.375,"negative"
"desaliño",-0.458,"negative"
"desambiguación_léxica",-0.375,"negative"
"desaparecer",-0.281,"negative"
"desaprobación",-0.375,"negative"
"desaprovechado",-0.375,"negative"
"desaseado",-0.375,"negative"
"desaseo",-0.375,"negative"
"desastrado",-0.375,"negative"
"desastre",-0.3,"negative"
"desastroso",-0.375,"negative"
"desatento",-0.292,"negative"
"desazonado",-0.312,"negative"
"desbarajuste",-0.375,"negative"
"descamisado",-0.292,"negative"
"descoloración",-0.437,"negative"
"descomponer",-0.333,"negative"
"descompuesto",-0.437,"negative"
"desconcertado",-0.275,"negative"
"desconocido",-0.328,"negative"
"desconocimiento",-0.417,"negative"
"desconsideración",-0.417,"negative"
"descontaminar",-0.375,"negative"
"descontento",-0.312,"negative"
"descoordinado",-0.375,"negative"
"descortésmente",-0.375,"negative"
"descuidadamente",-0.375,"negative"
"desdeñoso",-0.475,"negative"
"desequilibrio_psicosomático",-0.375,"negative"
"desertar",-0.312,"negative"
"desertificación",-0.375,"negative"
"desestabilizar",-0.375,"negative"
"desfachatez",-0.292,"negative"
"desfigurar",-0.325,"negative"
"desgana",-0.375,"negative"
"desgarrado",-0.375,"negative"
"desgarrar",-0.375,"negative"
"desgobierno",-0.437,"negative"
"desgracia",-0.409,"negative"
"deshabituado",-0.375,"negative"
"deshechos",-0.375,"negative"
"desierto",-0.417,"negative"
"desigual",-0.273,"negative"
"desigualdad",-0.292,"negative"
"desindustrializado",-0.375,"negative"
"desinformación",-0.375,"negative"
"desintegrar",-0.375,"negative"
"desmadejamiento",-0.375,"negative"
"desmayarse",-0.375,"negative"
"desmayo",-0.375,"negative"
"desmaña",-0.333,"negative"
"desnutrido",-0.375,"negative"
"desobediente",-0.292,"negative"
"desobligar",-0.375,"negative"
"desolación",-0.417,"negative"
"desorden_inmunológico",-0.375,"negative"
"desordenado",-0.422,"negative"
"desordenado",-0.375,"negative"
"desordenar",-0.437,"negative"
"desorganización",-0.375,"negative"
"desorganizado",-0.458,"negative"
"desorientación",-0.312,"negative"
"despectivo",-0.475,"negative"
"despedido",-0.375,"negative"
"desperdiciado",-0.375,"negative"
"desperdiciar",-0.375,"negative"
"despilfarrador",-0.281,"negative"
"despolarizar",-0.375,"negative"
"despreciativo",-0.437,"negative"
"desprestigiar",-0.437,"negative"
"desprestigio",-0.406,"negative"
"desprevenido",-0.417,"negative"
"desquitarse",-0.375,"negative"
"destechado",-0.375,"negative"
"destrozar",-0.452,"negative"
"destrozarse",-0.437,"negative"
"destrozo",-0.292,"negative"
"destruir",-0.26,"negative"
"desunión",-0.292,"negative"
"desventura",-0.417,"negative"
"desviar_la_mirada",-0.375,"negative"
"detención_ilegal",-0.375,"negative"
"deteriorado",-0.375,"negative"
"deterioro",-0.287,"negative"
"detrito",-0.312,"negative"
"detritus",-0.375,"negative"
"devastación",-0.446,"negative"
"devastar",-0.437,"negative"
"dextrocardia",-0.375,"negative"
"diablo",-0.271,"negative"
"diabético",-0.375,"negative"
"didanosina",-0.375,"negative"
"difamación",-0.375,"negative"
"difteria",-0.375,"negative"
"dilapidación",-0.375,"negative"
"diputado",-0.312,"negative"
"disco_duro",-0.375,"negative"
"disco_duro_extraíble",-0.375,"negative"
"discordancia",-0.312,"negative"
"discutirse",-0.375,"negative"
"disensión",-0.344,"negative"
"disentimiento",-0.437,"negative"
"disfagia",-0.375,"negative"
"disfonía",-0.375,"negative"
"disiparse",-0.333,"negative"
"disminuido",-0.312,"negative"
"disosmia",-0.312,"negative"
"disparates",-0.437,"negative"
"dispendio",-0.375,"negative"
"dispendioso",-0.375,"negative"
"disputa",-0.375,"negative"
"disputar",-0.417,"negative"
"disturbio",-0.3,"negative"
"disuasión",-0.292,"negative"
"dividir_en_tres",-0.375,"negative"
"dogfight",-0.375,"negative"
"dolce_far_niente",-0.375,"negative"
"dolencia",-0.375,"negative"
"doliente",-0.375,"negative"
"dolo",-0.375,"negative"
"dolor_de_cabeza",-0.312,"negative"
"dolor_de_pecho",-0.375,"negative"
"dolor_torácico",-0.375,"negative"
"dolores_del_parto",-0.375,"negative"
"dosis_letal",-0.375,"negative"
"draconiano",-0.375,"negative"
"dracunculiasis",-0.375,"negative"
"droga_de_diseño",-0.375,"negative"
"drogadicto",-0.375,"negative"
"drogodependiente",-0.375,"negative"
"duplicidad",-0.292,"negative"
"durabilidad",-0.375,"negative"
"dureza",-0.287,"negative"
"débil",-0.298,"negative"
"ectopia",-0.375,"negative"
"edema",-0.375,"negative"
"el_más_allá",-0.375,"negative"
"el_más_malo",-0.375,"negative"
"el_peor",-0.375,"negative"
"electrocutarse",-0.375,"negative"
"elegíaco",-0.312,"negative"
"elucubración",-0.312,"negative"
"eléboro_fétido",-0.375,"negative"
"embalsamar",-0.375,"negative"
"embarullar",-0.333,"negative"
"embaucamiento",-0.375,"negative"
"embelesar",-0.375,"negative"
"embelezar",-0.375,"negative"
"embrocación",-0.375,"negative"
"embrollar",-0.312,"negative"
"embullo",-0.375,"negative"
"embuste",-0.275,"negative"
"embustero",-0.292,"negative"
"empeoramiento",-0.375,"negative"
"empeorar",-0.281,"negative"
"emperifollar_vulgarmente",-0.375,"negative"
"empetrum",-0.312,"negative"
"empresa_peligrosa",-0.375,"negative"
"en_solitario",-0.375,"negative"
"en_vez_de",-0.375,"negative"
"enaguas",-0.375,"negative"
"encabezado",-0.375,"negative"
"encabritarse",-0.375,"negative"
"encantador",-0.375,"negative"
"encefalitis",-0.375,"negative"
"encefalopatía",-0.375,"negative"
"encontronazo",-0.45,"negative"
"endeble",-0.437,"negative"
"endometriosis",-0.375,"negative"
"enemigo",-0.333,"negative"
"enervación",-0.437,"negative"
"enfado",-0.437,"negative"
"enfermedad",-0.333,"negative"
"enfermedad_celíaca",-0.375,"negative"
"enfermedad_cerebral",-0.375,"negative"
"enfermedad_de_Addison",-0.375,"negative"
"enfermedad_de_la_piel",-0.375,"negative"
"enfermedad_genética",-0.375,"negative"
"enfermedad_neurológica",-0.375,"negative"
"enfisema",-0.375,"negative"
"enfisema_pulmonar",-0.375,"negative"
"engañado",-0.375,"negative"
"engañar",-0.422,"negative"
"engaño",-0.261,"negative"
"engañoso",-0.333,"negative"
"enmarañar",-0.312,"negative"
"enredar",-0.344,"negative"
"enrevesado",-0.437,"negative"
"ensañamiento",-0.375,"negative"
"ensuciamiento",-0.375,"negative"
"entiznarse",-0.375,"negative"
"entrampar",-0.458,"negative"
"entredicho",-0.292,"negative"
"epicondialgia",-0.375,"negative"
"epicondilitis",-0.375,"negative"
"epidemia",-0.375,"negative"
"epididimitis",-0.375,"negative"
"epiglotitis",-0.375,"negative"
"epilepsia",-0.375,"negative"
"epilepsia_jacksoniana",-0.375,"negative"
"equisetales",-0.375,"negative"
"equivocación",-0.268,"negative"
"equívoco",-0.292,"negative"
"ergotismo",-0.375,"negative"
"erizar",-0.375,"negative"
"erizarse",-0.375,"negative"
"erosionado",-0.312,"negative"
"error_de_pronunciación",-0.375,"negative"
"error_garrafal",-0.375,"negative"
"escabroso",-0.275,"negative"
"escala_beaufort",-0.375,"negative"
"escaqueado",-0.375,"negative"
"escaramuza",-0.417,"negative"
"escarchar",-0.312,"negative"
"escarmentar",-0.375,"negative"
"escarnio",-0.275,"negative"
"escasamente",-0.312,"negative"
"escasez",-0.417,"negative"
"escoliosis",-0.375,"negative"
"escombros",-0.375,"negative"
"escritor_a_sueldo",-0.375,"negative"
"escándalo_público",-0.312,"negative"
"espantajo",-0.375,"negative"
"espasmódicamente",-0.375,"negative"
"especioso",-0.292,"negative"
"espeluznante",-0.446,"negative"
"esperanza_vana",-0.375,"negative"
"espina",-0.325,"negative"
"esplenomegalia",-0.375,"negative"
"espástico",-0.375,"negative"
"espástico",-0.375,"negative"
"espíritu_maligno",-0.375,"negative"
"esquivo",-0.437,"negative"
"estado_natural",-0.375,"negative"
"estado_salvaje",-0.417,"negative"
"estafermo",-0.375,"negative"
"estampida",-0.375,"negative"
"estancado",-0.375,"negative"
"esteatopigia",-0.375,"negative"
"estenosis",-0.375,"negative"
"estornudar",-0.375,"negative"
"estrellar",-0.271,"negative"
"estrellarse",-0.312,"negative"
"estremecimiento_de_dolor",-0.375,"negative"
"estresado",-0.437,"negative"
"estridencia",-0.281,"negative"
"estropear",-0.35,"negative"
"estropeo",-0.375,"negative"
"estúpido",-0.375,"negative"
"etiolación",-0.375,"negative"
"eunuco",-0.375,"negative"
"evasivo",-0.292,"negative"
"excurso",-0.375,"negative"
"exigüidad",-0.375,"negative"
"exoneración",-0.333,"negative"
"explosionar",-0.312,"negative"
"expoliación",-0.312,"negative"
"expolio",-0.312,"negative"
"expósito",-0.437,"negative"
"exterminado",-0.375,"negative"
"exterminador",-0.375,"negative"
"extralegal",-0.375,"negative"
"extraño_al_acorde",-0.375,"negative"
"faloplastia",-0.375,"negative"
"falsa_oronja",-0.375,"negative"
"falsedad",-0.266,"negative"
"falso",-0.257,"negative"
"falta_de_memoria",-0.375,"negative"
"familia_Hydrobatidae",-0.375,"negative"
"familia_Machilidae",-0.375,"negative"
"fangal",-0.312,"negative"
"farfulla",-0.312,"negative"
"fascioliasis",-0.375,"negative"
"fatuidad",-0.375,"negative"
"fenecimiento",-0.375,"negative"
"fenilcetonuria",-0.375,"negative"
"fenómeno_natural",-0.375,"negative"
"fetidez",-0.458,"negative"
"ficus_sycomorus",-0.375,"negative"
"fiebre_reumática",-0.375,"negative"
"filariasis",-0.375,"negative"
"filisteo",-0.312,"negative"
"finta",-0.375,"negative"
"flaccidez",-0.375,"negative"
"flacidez",-0.375,"negative"
"flacura",-0.375,"negative"
"flegmasía_alba_dolens",-0.375,"negative"
"flema",-0.292,"negative"
"flor_salvaje",-0.375,"negative"
"flor_silvestre",-0.375,"negative"
"flotar_suavemente",-0.375,"negative"
"fobofobia",-0.375,"negative"
"follón",-0.375,"negative"
"forajido",-0.312,"negative"
"forcejear",-0.312,"negative"
"forense",-0.375,"negative"
"formaldehido",-0.375,"negative"
"formaldehído",-0.375,"negative"
"forúnculo",-0.375,"negative"
"fosgeno",-0.375,"negative"
"fotofobia",-0.375,"negative"
"fracturar",-0.375,"negative"
"frambesia",-0.375,"negative"
"fraudulencia",-0.312,"negative"
"frialdad",-0.268,"negative"
"frigidez",-0.417,"negative"
"frustrarse",-0.375,"negative"
"fuerza_g",-0.375,"negative"
"fulminación",-0.437,"negative"
"fulminar",-0.375,"negative"
"funesto",-0.375,"negative"
"fustigar",-0.292,"negative"
"fúrunculo",-0.375,"negative"
"gallina",-0.375,"negative"
"gamberro",-0.312,"negative"
"ganador_inesperado",-0.375,"negative"
"ganso_común",-0.375,"negative"
"garambaina",-0.437,"negative"
"garlopa",-0.375,"negative"
"garrafón",-0.375,"negative"
"garulla",-0.375,"negative"
"garullada",-0.375,"negative"
"gas_tóxico",-0.375,"negative"
"gasear",-0.375,"negative"
"gastado",-0.375,"negative"
"gastar_novatadas",-0.375,"negative"
"gazapatón",-0.375,"negative"
"gazapera",-0.375,"negative"
"genus_acherontia",-0.375,"negative"
"genus_asarum",-0.375,"negative"
"genus_clinopodium",-0.375,"negative"
"genus_cuon",-0.375,"negative"
"genus_cyon",-0.375,"negative"
"genus_irvingia",-0.375,"negative"
"genus_solenopsis",-0.375,"negative"
"genus_zizania",-0.375,"negative"
"gesto_irónico",-0.375,"negative"
"giardiasis",-0.375,"negative"
"gimoteo",-0.375,"negative"
"glacialmente",-0.437,"negative"
"glaucoma",-0.375,"negative"
"glumela",-0.375,"negative"
"glumilla",-0.375,"negative"
"gnatostomados",-0.375,"negative"
"golpe_de_gracia",-0.375,"negative"
"golpe_mortal",-0.375,"negative"
"golpear_violentamente",-0.375,"negative"
"gordo",-0.375,"negative"
"gozque",-0.375,"negative"
"granizada",-0.375,"negative"
"granuja",-0.275,"negative"
"gratuito",-0.281,"negative"
"grave",-0.396,"negative"
"gravedad",-0.417,"negative"
"graves_consecuencias",-0.375,"negative"
"gregarismo",-0.375,"negative"
"greguería",-0.437,"negative"
"gremlin",-0.375,"negative"
"gris",-0.325,"negative"
"gris-metálico",-0.375,"negative"
"gris_ceniciento",-0.375,"negative"
"gris_ceniza",-0.375,"negative"
"gris_perla",-0.375,"negative"
"gris_plateado",-0.375,"negative"
"grita",-0.375,"negative"
"griterío",-0.375,"negative"
"grito",-0.312,"negative"
"groseramente",-0.312,"negative"
"grosero",-0.437,"negative"
"gruñido",-0.333,"negative"
"gruñón",-0.375,"negative"
"guachafita",-0.281,"negative"
"guardainfante",-0.375,"negative"
"guerra_fría",-0.437,"negative"
"género_Acherontia",-0.375,"negative"
"género_Cuon",-0.375,"negative"
"género_Cyon",-0.375,"negative"
"género_Solenopsis",-0.375,"negative"
"género_asarum",-0.375,"negative"
"género_irvingia",-0.375,"negative"
"género_zizania",-0.375,"negative"
"habón",-0.375,"negative"
"hacer_bascas",-0.375,"negative"
"hacer_erupción",-0.312,"negative"
"hacer_trampa",-0.271,"negative"
"hacerse_polvo",-0.375,"negative"
"halitosis",-0.375,"negative"
"hallux_valgus",-0.375,"negative"
"hampón",-0.312,"negative"
"heder",-0.437,"negative"
"hemoglobinemia",-0.375,"negative"
"hemoglobinopatía",-0.375,"negative"
"hemorroides",-0.375,"negative"
"herida_accidental",-0.375,"negative"
"herida_superficial",-0.375,"negative"
"herpes_genital",-0.375,"negative"
"herpes_zoster",-0.375,"negative"
"herrumbre",-0.375,"negative"
"hidrobátidos",-0.375,"negative"
"hidrofobia",-0.281,"negative"
"hidromorfona",-0.375,"negative"
"hidropesía",-0.375,"negative"
"hipercalciuria",-0.375,"negative"
"hipercolesterolemia",-0.375,"negative"
"hiperemesis",-0.375,"negative"
"hipermetropía",-0.375,"negative"
"hiperopía",-0.375,"negative"
"hiperplasia",-0.375,"negative"
"hipertrofia",-0.375,"negative"
"hipocalcemia",-0.375,"negative"
"hipocondriaco",-0.375,"negative"
"hipocondríaco",-0.375,"negative"
"hipoglucemia",-0.375,"negative"
"hipoglucémico",-0.375,"negative"
"hiponimia",-0.375,"negative"
"hipoparatiroidismo",-0.375,"negative"
"hipospadias",-0.375,"negative"
"hipotensión",-0.375,"negative"
"hipotenso",-0.375,"negative"
"hipotónico",-0.375,"negative"
"hipócrita",-0.375,"negative"
"hipócritamente",-0.375,"negative"
"histerismo",-0.437,"negative"
"histerocatalepsia",-0.375,"negative"
"homicidio",-0.312,"negative"
"horribilidad",-0.375,"negative"
"horridez",-0.375,"negative"
"horterada",-0.375,"negative"
"hostilidades",-0.375,"negative"
"huracán",-0.375,"negative"
"huérfano",-0.375,"negative"
"háptico",-0.375,"negative"
"iclonoclasta",-0.375,"negative"
"ignominia",-0.375,"negative"
"ilegal",-0.313,"negative"
"ilegalizar",-0.437,"negative"
"iletrado",-0.437,"negative"
"imaginación",-0.437,"negative"
"imbecilidad",-0.417,"negative"
"impacción_dentaria",-0.333,"negative"
"impagado",-0.375,"negative"
"impago",-0.375,"negative"
"imparable",-0.375,"negative"
"impasibilidad",-0.417,"negative"
"imperceptivo",-0.375,"negative"
"imperfecto",-0.312,"negative"
"impertubabilidad",-0.375,"negative"
"imponer_un_castigo",-0.375,"negative"
"importuno",-0.375,"negative"
"impostura",-0.325,"negative"
"impotente",-0.375,"negative"
"impreciso",-0.292,"negative"
"imprevisible",-0.437,"negative"
"improcedencia",-0.375,"negative"
"improcedente",-0.375,"negative"
"impromptu",-0.375,"negative"
"impugnar",-0.458,"negative"
"impureza",-0.312,"negative"
"impío",-0.417,"negative"
"inacabable",-0.375,"negative"
"inaceptabilidad",-0.375,"negative"
"inaceptable",-0.417,"negative"
"inacostumbrado",-0.375,"negative"
"inadaptable",-0.375,"negative"
"inadecuación",-0.312,"negative"
"inadoptable",-0.375,"negative"
"inalcanzable",-0.312,"negative"
"inalienable",-0.417,"negative"
"inarmónico",-0.312,"negative"
"inasistencia",-0.375,"negative"
"inatacable",-0.312,"negative"
"incapacidad",-0.469,"negative"
"incapaz",-0.321,"negative"
"incauto",-0.375,"negative"
"incensar",-0.375,"negative"
"incomparecencia",-0.375,"negative"
"incompasivo",-0.375,"negative"
"incompetente",-0.339,"negative"
"incongruencia",-0.375,"negative"
"inconmensurado",-0.375,"negative"
"inconmutable",-0.312,"negative"
"inconocible",-0.437,"negative"
"inconquistable",-0.437,"negative"
"inconsciencia",-0.469,"negative"
"inconsciente",-0.453,"negative"
"inconsecuencia",-0.312,"negative"
"inconsistencia",-0.281,"negative"
"inconstancia",-0.437,"negative"
"inconstante",-0.458,"negative"
"inconveniente",-0.375,"negative"
"inconvertible",-0.333,"negative"
"incorruptibilidad",-0.375,"negative"
"inculpar",-0.312,"negative"
"incumplimiento_de_contrato",-0.375,"negative"
"incurable",-0.292,"negative"
"indebido",-0.292,"negative"
"indefendible",-0.437,"negative"
"indefenso",-0.292,"negative"
"indefinible",-0.312,"negative"
"indefinida",-0.375,"negative"
"indelicadeza",-0.375,"negative"
"indelicado",-0.375,"negative"
"indescriptible",-0.375,"negative"
"indetectado",-0.375,"negative"
"indiferencia",-0.325,"negative"
"indigestibilidad",-0.375,"negative"
"indiscernible",-0.375,"negative"
"indisciplinado",-0.3,"negative"
"indiscreción",-0.406,"negative"
